sl_no,well_id,state,district,block,location,latitude,longitude,year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U,Fe,As,source_year,source_file
15,W320330075431501,Himachal Pradesh,Kangra,Indora,BAROTA,32.0388,75.7192,2019,8.32,415,12,171,28,BDL,36,<0.1,150,32,17,26,19,0.10,15,,,,,2019,cgwb_2019.pdf
16,W314710076175001,Himachal Pradesh,Kangra,Rakkar,HARDOGRI,31.7839,76.2956,2019,8.30,385,24,159,35,BDL,3.3,<0.1,150,44,9.7,32,1.5,0.15,15,,,,,2019,cgwb_2019.pdf
17,W320624076243902,Himachal Pradesh,Kangra,Kangra,CHAKBAN AMBARI,32.1068,76.4111,2019,8.00,150,Nil,61,20,BDL,7.3,<0.1,50,16,<5,16,<1,0.10,13,,,,,2019,cgwb_2019.pdf
18,W320943075592701,Himachal Pradesh,Kangra,Indora,DARKATI,32.1622,75.9909,2019,8.35,345,12,146,27,BDL,24,<0.1,120,24,15,28,14,0.12,15,,,,,2019,cgwb_2019.pdf
19,W320536076155201,Himachal Pradesh,Kangra,Kangra,OLD KANGRA,32.0934,76.2645,2019,8.47,362,48,110,13,12,16,<0.1,160,40,15,25,1.5,0.14,29,,,,,2019,cgwb_2019.pdf
21,W322125075514101,Himachal Pradesh,KANGRA,Nurpur,PARNALLA,32.3572,75.8614,2019,8.32,200,24,85,6.7,BDL,1.7,<0.1,100,24,9.7,12,<1,0.22,12,,,,,2019,cgwb_2019.pdf
22,W321715075521501,Himachal Pradesh,KANGRA,Nurpur,BOD,32.2869,75.8697,2019,8.60,795,60,232,57,BDL,58,<0.1,290,56,36,48,20,0.30,22,,,,,2019,cgwb_2019.pdf
,,,Kangra,Indaura,Changara,,,,8.40,255,24,110,14,BDL,4.1,<0.1,110,12,19,21,1.3,0.18,22,,,,,2019,cgwb_2019.pdf
24,W321514075531101,Himachal Pradesh,KANGRA,Jawali,THALI,32.2540,75.8865,2019,7.90,195,Nil,146,6.7,BDL,5.2,<0.1,100,24,9.7,17,<1,0.15,22,,,,,2019,cgwb_2019.pdf
25,W321045075565701,Himachal Pradesh,KANGRA,Jawali,BHARMAR,32.1627,75.9638,2019,8.38,315,24,146,11,BDL,10,<0.1,130,44,<5,18,2.6,0.15,15,,,,,2019,cgwb_2019.pdf
,,,KANGRA,Indora,KOTLA,,,,8.48,300,24,159,13,BDL,9.1,<0.1,140,12,27,26,2,0.14,23,,,,,2019,cgwb_2019.pdf
27,W315838075541801,Himachal Pradesh,Kangra,Indaura,Jagir,31.9729,75.9030,2019,8.40,480,24,134,42,24,22,<0.1,180,24,29,30,8,0.16,6.7,,,,,2019,cgwb_2019.pdf
28,W313930076564501,Himachal Pradesh,MANDI,Mandi,GUTKAR,31.6600,76.9500,2019,8.18,244,Nil,102,28,BDL,14,<0.1,84,29,<5,18,6,0.48,14,,,,,2019,cgwb_2019.pdf
29,W313445076544501,Himachal Pradesh,MANDI,Sundernagar,KANED,31.5789,76.9134,2019,8.15,522,Nil,189,50,29,11,<0.1,158,29,20,37,14,0.17,19,,,,,2019,cgwb_2019.pdf
30,W204733081030501,Himachal Pradesh,MANDI,Mandi,LOHARA,31.5886,76.9451,2019,8.04,1052,Nil,102,156,167,72,<0.1,347,76,38,75,6.8,0.10,22,,,,,2019,cgwb_2019.pdf
,,Himachal Pradesh,MANDI,Sundernagar,JARL,31.5515,76.8959,2019,8.45,396,43,116,35,BDL,8.7,<0.1,168,42,15,21,2.3,0.14,14,,,,,2019,cgwb_2019.pdf
32,W213251076155901,Himachal Pradesh,MANDI,Aut,JHIRI,31.8347,77.1716,2019,8.09,367,Nil,116,35,BDL,42,<0.1,147,38,13,13,3.9,0.17,21,,,,,2019,cgwb_2019.pdf
33,W313353076552601,Himachal Pradesh,MANDI,Bahl,Dinak,31.5648,76.9241,2019,8.42,445,43,102,43,BDL,22,<0.1,179,29,26,25,1.7,0.13,11,,,,,2019,cgwb_2019.pdf
,,,HAMIRPUR,Nadaun,KANGU,,,,8.04,361,Nil,218,28,BDL,1.7,<0.1,189,55,13,11,1.6,0.18,14,,,,,2019,cgwb_2019.pdf
35,W313652076282901,Himachal Pradesh,HAMIRPUR,Nadaun,GALORE,31.6146,76.4747,2019,8.46,350,57,87,21,BDL,6.9,0.20,168,51,10,10,6.1,0.13,14,,,,,2019,cgwb_2019.pdf
36,W315430077074501,Himachal Pradesh,Kullu,Kullu,GADAURI,31.6573,77.1312,2019,8.18,378,Nil,102,35,BDL,61,<0.1,158,38,15,11,5,0.07,16,,,,,2019,cgwb_2019.pdf
,,,kullu,Kullu,kullu,,,,8.53,470,29,175,35,BDL,48,<0.1,177,63,8.4,36,12,0.12,11,,,,,2019,cgwb_2019.pdf
38,W321400076083901,Himachal Pradesh,CHAMBA,Bhattiyat,UPPER THULEL,32.2335,76.1443,2019,8.36,215,14,87,14,BDL,2.8,<0.1,105,21,13,7,<1,0.10,15,,,,,2019,cgwb_2019.pdf
39,W282315076135001,Himachal Pradesh,SIRMOUR,Kala Amb,Kheri,30.5261,77.1944,2019,8.37,320,29,102,21,BDL,17,<0.1,137,51,<5,13,4.2,0.22,15,,,,,2019,cgwb_2019.pdf
41,W303218077150801,Himachal Pradesh,SIRMOUR,Paonta Valley,Sainwala II,30.5385,77.2524,2019,8.36,481,29,102,43,BDL,51,<0.1,189,21,33,24,1,0.18,19,,,,,2019,cgwb_2019.pdf
42,W302830077330001,Himachal Pradesh,SIRMOUR,Paonta sahib,KIYARDA,30.4730,77.5489,2019,8.00,142,Nil,103,14,BDL,5.7,<0.1,63,13,7.7,18,2.5,0.07,10,,,,,2019,cgwb_2019.pdf
43,W130730078073001,Himachal Pradesh,SIRMOUR,Paonta sahib,KOLAR,30.4977,77.4409,2019,7.93,413,Nil,145,21,43,27,<0.1,179,46,15,13,2.6,0.08,15,,,,,2019,cgwb_2019.pdf
44,W254545085051501,Himachal Pradesh,SIRMOUR,Paonta sahib,NAYAGAON,30.4977,77.4409,2019,8.22,205,Nil,145,7,BDL,18,<0.1,105,25,10,16,<1,0.08,15,,,,,2019,cgwb_2019.pdf
45,W131434093023901,Himachal Pradesh,SIRMOUR,Paonta sahib,SHIBPUR,30.4860,77.5228,2019,8.45,284,14,102,7,BDL,90,<0.1,147,38,13,16,1,0.12,11,,,,,2019,cgwb_2019.pdf
46,W302954077283401,Himachal Pradesh,SIRMOUR,Paonta sahib,DHAULAKUAN,30.5016,77.4733,2019,8.22,345,Nil,116,21,BDL,55,<0.1,147,38,13,12,1.6,0.09,10,,,,,2019,cgwb_2019.pdf
47,W302625077372501,Himachal Pradesh,SIRMOUR,Paonta sahib,BADRIPUR,30.4489,77.6089,2019,8.21,431,Nil,130,35,35,33,<0.1,168,34,20,19,3.7,0.07,15,,,,,2019,cgwb_2019.pdf
48,W302814077351501,Himachal Pradesh,SIRMOUR,Paonta sahib,AJIWALA,30.4703,77.5867,2019,8.46,492,57,116,28,BDL,25,<0.1,158,34,18,19.0,42,0.13,17,,,,,2019,cgwb_2019.pdf
,,Himachal Pradesh,SIRMOUR,Paonta sahib,KHODAWALA,30.4873,77.7047,2019,8.38,488,57,160,21,BDL,4.5,<0.1,252,25,46,7,1.3,0.10,14,,,,,2019,cgwb_2019.pdf
50,W303112077171201,Himachal Pradesh,SIRMOUR,Paonta sahib,AKKWALA,30.5201,77.2869,2019,8.13,290,Nil,145,14,BDL,56,<0.1,116,21,15,30,4.5,0.07,17,,,,,2019,cgwb_2019.pdf
51,W221356076232801,Himachal Pradesh,UNA,Amb,DAULATPUR,31.7791,75.9972,2019,8.35,805,36,122,92,135,24,<0.1,190,28,29,120,2.2,0.15,25,,,,,2019,cgwb_2019.pdf
52,W314100076070002,Himachal Pradesh,UNA,Amb,AMB,31.6853,76.1216,2019,8.70,490,60,183,21,BDL,0.6,<0.1,170,12,34,48,7.5,0.22,15,,,,,2019,cgwb_2019.pdf
53,W313945076034501,Himachal Pradesh,UNA,Amb,GAGRET,31.6607,76.0620,2019,8.10,400,Nil,110,42,35,23,<0.1,180,56,15,12,1.2,0.07,23,,,,,2019,cgwb_2019.pdf
54,W313215076121501,Himachal Pradesh,UNA,Una,PANOH,31.5349,76.2009,2019,7.48,445,Nil,232,28,BDL,9.9,<0.1,90,8,7.3,69,1.3,0.14,16,,,,,2019,cgwb_2019.pdf
55,W314215076041501,Himachal Pradesh,UNA,Amb,MUBARIKPUR,31.7083,76.0844,2019,8.25,410,Nil,159,28,35,23,<0.1,170,24,27,26,1.3,0.14,20,,,,,2019,cgwb_2019.pdf
56,W312215076151501,Himachal Pradesh,UNA,Haroli,LALEHRI,31.3734,76.2633,2019,8.50,472,36,183,28,BDL,18,<0.1,180,28,27,40,2.7,0.23,27,,,,,2019,cgwb_2019.pdf
57,W312800076154501,Himachal Pradesh,UNA,Una,UNA,31.4696,76.2707,2019,8.40,790,24,134,106,88,23,<0.1,190,20,34,102,1.5,0.23,25,,,,,2019,cgwb_2019.pdf
58,W215547076265101,Himachal Pradesh,UNA,Amb,JAWAR,31.7433,76.1950,2019,8.24,280,Nil,134,21,25,16,<0.1,130,32,12,22,2.7,0.20,21,,,,,2019,cgwb_2019.pdf
59,W313207076242302,Himachal Pradesh,UNA,Bangana,RAJLI PANJAL,31.5362,76.4052,2019,8.38,705,36,146,35,18,<0.20,<0.1,230,16,46,70,1.8,0.16,18,,,,,2019,cgwb_2019.pdf
,,Himachal Pradesh,UNA,Bangana,BHANGANA,31.6248,76.3406,2019,8.40,427,24,110,50,5,18,<0.1,110,20,15,52,<1,0.15,13,,,,,2019,cgwb_2019.pdf
61,W280415076344501,Himachal Pradesh,UNA,Bangana,BAWAL,31.5481,76.3064,2019,8.79,640,71,247,43,BDL,2.8,<0.1,180,20,32,86,4,0.45,12,,,,,2019,cgwb_2019.pdf
62,W262330084571501,Himachal Pradesh,UNA,Amb,DHARAMPUR,31.4466,76.2284,2019,8.42,401,57,58,21,BDL,39,<0.1,150,32,17,26,<1,0.24,25,,,,,2019,cgwb_2019.pdf
63,W313237076082601,Himachal Pradesh,UNA,Amb,PANJAWAR,31.5473,76.1428,2019,8.38,329,29,73,21,BDL,51,<0.1,140,20,22,15,1.3,0.13,14,,,,,2019,cgwb_2019.pdf
64,W314020076024501,Himachal Pradesh,UNA,Amb,AMBOTA,31.6705,76.0480,2019,8.12,523,Nil,102,21,57,115,<0.1,220,56,19,19,1,0.07,15,,,,,2019,cgwb_2019.pdf
65,W314128076020601,Himachal Pradesh,UNA,Amb,SINGHNEI,31.6916,76.0353,2019,8.47,265,43,87,28,BDL,12,<0.1,110,24,12,35,1.5,0.14,16,,,,,2019,cgwb_2019.pdf
66,W314513076003901,Himachal Pradesh,UNA,Amb,MAWA KALAN,31.7549,76.0085,2019,8.26,220,Nil,145,14,BDL,12,<0.1,105,17,15,18,<1,0.30,11,,,,,2019,cgwb_2019.pdf
67,W314733075590901,Himachal Pradesh,UNA,Amb,BABEHR,31.7897,75.9918,2019,8.06,353,Nil,203,21,BDL,12,<0.1,137,25,18,28,2,0.24,20,,,,,2019,cgwb_2019.pdf
68,W314816075591201,Himachal Pradesh,UNA,Amb,RAIPUR MARWADI,31.8002,75.9836,2019,8.10,325,Nil,102,43,BDL,25,<0.1,147,29,18,10,1,0.16,21,,,,,2019,cgwb_2019.pdf
69,W312343076175601,Himachal Pradesh,UNA,Amb,NANGRAN,31.3979,76.2922,2019,8.37,260,29,116,14,BDL,5.8,<0.1,116,17,18,21,2,0.18,14,,,,,2019,cgwb_2019.pdf
70,W232212073403801,Himachal Pradesh,UNA,Amb,KHANPUR,31.3779,76.3068,2019,8.04,642,Nil,363,43,BDL,8.9,<0.1,273,42,41,37,2.1,0.23,16,,,,,2019,cgwb_2019.pdf
,,Himachal Pradesh,UNA,Amb,SANTOKHGARH,31.3577,76.3154,2019,8.38,523,43,102,64,BDL,19,<0.1,210,21,38,26,2.5,0.18,17,,,,,2019,cgwb_2019.pdf
72,W313533076073401,Himachal Pradesh,UNA,Amb,LOHARLI,31.5927,76.1263,2019,8.12,385,Nil,102,57,BDL,21,<0.1,126,31,10,24,3.1,0.11,19,,,,,2019,cgwb_2019.pdf
73Rajasthan,W300146073395501,,GANGANAGAR,KARANPUR,Sunderpura_Pz,30.0290,73.6650,2019,8.1,275,0,132,38,54,6,0.07,170,47,12.82,24,6.1,0.32,,179,,,,2019,cgwb_2019.pdf
74Rajasthan,W255500083450001,,HANUMANGARH,SANGARIYA,RATANPURA,29.8500,74.4500,2019,8.45,1110,72,364,60,85,46,0.16,165,43,14.03,209,12.8,0.76,,722,,,,2019,cgwb_2019.pdf
75Rajasthan,W295045074143001,,GANGANAGAR,SANGARIYA,KHERUWALA,29.8460,74.2420,2019,7.96,300,0,120,52,36,7,0.1,130,39,7.95,38,6.4,0.5,,195,,,,2019,cgwb_2019.pdf
76Rajasthan,W295015074243501,,HANUMANGARH,SANGARIYA,BOLANWALI,29.8380,74.4100,2019,7.34,310,0,108,31,63,7,0.06,145,47,6.74,26,6.3,0.5,,202,,,,2019,cgwb_2019.pdf
,W294930073434501,,,,,,,,8,280,0,120,38,49,9,0.05,140,51,3.1,31,5,0.32,,182,,,,2019,cgwb_2019.pdf
78Rajasthan,W294900073270001,,GANGANAGAR,KARANPUR,KARANPUR1,29.8170,73.4500,2019,7.4,275,0,120,45,48,8,0.15,160,43,12.82,26,5.9,0.55,,179,,,,2019,cgwb_2019.pdf
79Rajasthan,W294830073440001,,GANGANAGAR,GANGANAGAR,TATARSAR,29.8080,73.7330,2019,8,570,0,181,60,116,9,0.1,240,59,22.56,54,7.1,0.85,,371,,,,2019,cgwb_2019.pdf
80Rajasthan,W294745073264501,,GANGANAGAR,KARANPUR,RUPANAGAR,29.7960,73.4460,2019,8.2,450,0,242,38,66,6,0.12,250,79,12.86,33,8,0.55,,293,,,,2019,cgwb_2019.pdf
81Rajasthan,W294530074160001,,HANUMANGARH,HANUMANGARH,DHOLIPAL,29.7580,74.2670,2019,7.5,2040,0,413,351,205,55,0.1,795,171,89.56,115,42,0.17,,1326,,,,2019,cgwb_2019.pdf
82Rajasthan,W294445073540001,,GANGANAGAR,SADULSHAHAR,GANESHGARH,29.7460,73.9000,2019,8,330,0,169,31,51,8,0.06,180,51,12.83,27,7.6,1.1,,215,,,,2019,cgwb_2019.pdf
83Rajasthan,W294330073354501,,GANGANAGAR,PADAMPUR,DELWAN,29.7250,73.5960,2019,7.73,245,0,120,31,51,8,0.1,130,43,5.52,31,6,0.27,,156,,,,2019,cgwb_2019.pdf
84Rajasthan,W294200074291501,,HANUMANGARH,TIBI,SALEWALI,29.7000,74.4880,2019,8,2780,0,474,492,335,44,0.2,475,100,54.83,456,12.5,0.31,,1807,,,,2019,cgwb_2019.pdf
85Rajasthan,W294145073550001,,GANGANAGAR,SADULSHAHAR,SURANWALI,29.6960,73.9170,2019,8,1150,0,303,88,323,6,0.05,450,91,54.21,120,11.5,2.5,,748,,,,2019,cgwb_2019.pdf
86Rajasthan,W294100074094501,,HANUMANGARH,HANUMANGARH,PAKKASARNA,29.6830,74.1630,2019,7.88,1100,0,339,202,56,10,0.06,125,47,1.88,230,5.5,0.31,,715,,,,2019,cgwb_2019.pdf
87Rajasthan,W294058073513001,,GANGANAGAR,PADAMPUR,Narsinghpur,29.6830,73.8580,2019,8.2,250,0,120,31,39,7,0.05,130,39,7.95,26,5.6,0.35,,163,,,,2019,cgwb_2019.pdf
,W293800074033601,,,,,,,,8.4,1400,36,498,81,105,67,0.12,170,43,15.25,260,19.7,5.4,,910,,,,2019,cgwb_2019.pdf
89Rajasthan,W293800073460001,,GANGANAGAR,PADAMPUR,BINJBALIA,29.6330,73.7670,2019,8.16,285,0,95,52,56,7,0.05,160,51,7.96,25,4.7,0.27,,185,,,,2019,cgwb_2019.pdf
90Rajasthan,W293800073270001,,GANGANAGAR,RAISINGHNAGAR,GAJSINGHPURA,29.6330,73.4500,2019,8,420,0,132,60,81,7,0.12,220,83,3.14,28,6,0.55,,273,,,,2019,cgwb_2019.pdf
91Rajasthan,W293730074303001,,HANUMANGARH,TIBI,CHANDURWALA,29.6250,74.5080,2019,7.72,290,0,132,31,54,10,0.15,150,51,5.53,29,4,0.14,,189,,,,2019,cgwb_2019.pdf
92Rajasthan,W293730074190001,,HANUMANGARH,HANUMANGARH,SATIPURA,29.6250,74.3170,2019,7.52,1400,0,413,159,161,11,0.05,295,70,29.26,200,9.7,0.82,,910,,,,2019,cgwb_2019.pdf
93Rajasthan,W293345073581501,,HANUMANGARH,PILIBANGA,LAKHASAR1,29.5630,73.9710,2019,7.56,7300,0,413,1757,1020,18,0.57,725,200,54.95,1450,19.4,2.5,,4745,,,,2019,cgwb_2019.pdf
94Rajasthan,W293345073581501,,HANUMANGARH,PILIBANGA,LAKHASAR1,29.5630,73.9710,2019,7.56,7300,0,413,1757,1015,18,0.57,725,200,54.95,1450,19.4,2.5,,4745,,,,2019,cgwb_2019.pdf
95Rajasthan,W293340074200001,,HANUMANGARH,HANUMANGARH,KOHLA,29.5610,74.3330,2019,7.43,260,0,108,38,68,9,0.06,140,43,7.95,35,6,0.22,,169,,,,2019,cgwb_2019.pdf
96Rajasthan,W293230073270001,,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,29.5420,73.4500,2019,8.2,500,0,205,53,65,19,0.2,200,64,9.8,57,7,0.6,,325,,,,2019,cgwb_2019.pdf
97Rajasthan,W293115073350001,,GANGANAGAR,RAISINGHNAGAR,MUKLAWA,29.5210,73.5830,2019,8.1,260,0,120,38,52,8,0.12,140,43,7.95,32,6,0.27,,169,,,,2019,cgwb_2019.pdf
98Rajasthan,W293045073370001,,GANGANAGAR,RAISINGHNAGAR,JAGATSINGHWALA,29.5130,73.6170,2019,7.52,7750,0,344,1970,1002,29,0.67,1345,311,138.36,1270,27.4,0.22,,5038,,,,2019,cgwb_2019.pdf
,W292930073374501,,,,,,,,8.1,325,0,120,52,64,6.5,0.19,190,43,20.11,26,5,1.3,,211,,,,2019,cgwb_2019.pdf
100Rajasthan,W292445074120001,,HANUMANGARH,PILIBANGA,PANDITAWALI,29.4130,74.2000,2019,8.12,960,0,474,60,98,17,0.15,180,39,20.11,188,9,1.6,,624,,,,2019,cgwb_2019.pdf
101Rajasthan,W292245074161501,,HANUMANGARH,HANUMANGARH,CHOHLINYAWALI,29.3790,74.2710,2019,8.1,315,0,132,38,36,8,0.11,140,47,5.53,29,6,0.8,,205,,,,2019,cgwb_2019.pdf
102Rajasthan,W292132074355501,,HANUMANGARH,TIBI,CHISTIAN,29.3590,74.5990,2019,8,530,0,193,74,47,5.6,0.1,205,55,16.48,50,9,1.38,,345,,,,2019,cgwb_2019.pdf
103Rajasthan,W292010073411501,,GANGANAGAR,SRI VIJAYNAGAR,JAITSAR,29.3540,73.6330,2019,8,1120,0,291,173,155,19,0.67,270,64,26.82,165,33,0.22,,728,,,,2019,cgwb_2019.pdf
104Rajasthan,W291700074101501,,GANGANAGAR,PILIBANGA,SARDARPURA,29.2830,74.1710,2019,8.1,410,0,193,38,54,6,0.37,220,52,21.95,24,5.3,0.35,,267,,,,2019,cgwb_2019.pdf
105Rajasthan,W291650074460001,,HANUMANGARH,NOHAR,NOHAR1,29.2810,74.7670,2019,7.7,330,0,132,31,64,5,0.06,170,51,10.4,24,3,0.6,,215,,,,2019,cgwb_2019.pdf
106Rajasthan,W291630073463001,,GANGANAGAR,SURATGARH,PADAMPURA,29.2750,73.7750,2019,7.88,575,0,242,45,94,12,0.11,120,34,8.55,112,6.8,0.85,,374,,,,2019,cgwb_2019.pdf
107Rajasthan,W291510074245001,,HANUMANGARH,RAWATSAR,RAWATSAR,29.2530,74.4140,2019,8.09,310,0,132,45,39,7,0.13,150,47,7.96,30,7,0.7,,202,,,,2019,cgwb_2019.pdf
108Rajasthan,W291500074500001,,HANUMANGARH,NOHAR,RAMSARA1,29.2500,74.8330,2019,8,8300,0,810,1450,1405,40,0.56,2160,600,161.2,928,32,0.34,,5395,,,,2019,cgwb_2019.pdf
109Rajasthan,W291454073540001,,GANGANAGAR,SURATGARH,PIPERAN,29.2480,73.9000,2019,8.12,2000,0,791,159,50,218,0.07,70,23,3.07,475,6.7,3.6,,1300,,,,2019,cgwb_2019.pdf
,W291400074450002,,,,,,,,8.2,1400,0,217,279,179,12,0.05,390,80,46.29,170,10,1.55,,910,,,,2019,cgwb_2019.pdf
111Rajasthan,W291330073464501,,GANGANAGAR,SURATGARH,SANGITA,29.2250,73.7790,2019,8.4,766,12,205,102,70,53,0.39,240,60,21.95,90,14,1.9,,498,,,,2019,cgwb_2019.pdf
112Rajasthan,W291300074320001,,HANUMANGARH,RAWATSAR,GANDEHALI,29.2170,74.5330,2019,7.72,350,0,144,45,30,10,0.05,160,47,10.39,30,1.1,1.1,,228,,,,2019,cgwb_2019.pdf
113Rajasthan,W291200073120001,,GANGANAGAR,ANUPGARH,ANUPGARH1,29.1910,73.2190,2019,7.79,2620,0,522,429,160,280,0.08,550,119,61.54,390,25.2,0.44,,1703,,,,2019,cgwb_2019.pdf
114Rajasthan,W291100074203001,,HANUMANGARH,RAWATSAR,DHANASAR,29.1830,74.3420,2019,8.15,290,0,108,45,43,6,0.05,145,38,12.2,26,6,0.93,,182,,,,2019,cgwb_2019.pdf
115Rajasthan,W291100073570001,,GANGANAGAR,SURATGARH,RAYANWALI,29.1830,73.9500,2019,7.7,320,0,108,45,87,11,0.37,180,39,20.11,30,7.6,0.75,,208,,,,2019,cgwb_2019.pdf
,W291000073430001,,,,,29.1670,73.7170,2019,7.72,570,0,169,74,95,55,0.07,190,43,20.11,90,8.8,0.5,,371,,,,2019,cgwb_2019.pdf
117Rajasthan,W291000073223001,,GANGANAGAR,ANUPGARH,RAMSINGHPURA,29.1670,73.3750,2019,7.56,1460,0,254,300,145,32,0.18,610,159,51.86,86,11.5,0.45,,949,,,,2019,cgwb_2019.pdf
118Rajasthan,W290745073471501,,GANGANAGAR,SURATGARH,HARISINGHPURA,29.1290,73.7880,2019,7.7,650,0,205,116,55,32,0.64,190,63,7.98,103,5,0.4,,423,,,,2019,cgwb_2019.pdf
119Rajasthan,W290700073551001,,GANGANAGAR,SURATGARH,Birdhwal1,29.1170,73.9190,2019,7.73,345,0,83,88,50,8,0.24,190,47,17.68,27,5.5,0.52,,224,,,,2019,cgwb_2019.pdf
120Rajasthan,W290600075020001,,HANUMANGARH,BHADRA,MUNSARI,29.1000,75.0330,2019,8,1460,0,230,329,90,16,0.19,260,59,27.42,227,9,1.3,,949,,,,2019,cgwb_2019.pdf
,W290600073430001,,,,,,,,8.1,2600,0,998,266,305,20,0.07,200,62,11.02,620,9.3,7.8,,1690,,,,2019,cgwb_2019.pdf
122Rajasthan,W290500073220001,,GANGANAGAR,ANUPGARH,KHAL,29.0830,73.3670,2019,8.12,4030,0,800,602,795,19,0.21,170,39,17.67,1005,13.6,4.4,,2620,,,,2019,cgwb_2019.pdf
123Rajasthan,W290430074180001,,HANUMANGARH,RAWATSAR,BIRAMSAR,29.0750,74.3000,2019,7.72,280,0,108,53,63,9,0.07,145,36,13.42,40,6,0.27,,182,,,,2019,cgwb_2019.pdf
124Rajasthan,W290300073511501,,GANGANAGAR,SURATGARH,PIPASAR,29.0500,73.8540,2019,7.4,3320,0,730,457,512,330,0.2,420,120,29.32,750,10,3.9,,2158,,,,2019,cgwb_2019.pdf
125Rajasthan,W280545073521501,,HANUMANGARH,NOHAR,LAKHASAR2,29.0330,74.7330,2019,8.2,380,0,193,31,42,5,0.4,140,35,12.81,49,3,1.1,,247,,,,2019,cgwb_2019.pdf
126Rajasthan,W290200074170001,,HANUMANGARH,RAWATSAR,PURABSAR,29.0330,74.2830,2019,7.65,4100,0,156,591,1005,158,0.37,1315,271,155.33,370,23,0.55,,2665,,,,2019,cgwb_2019.pdf
,W290200073313001,,,,,,,,7.43,3350,0,400,564,250,405,0.07,870,219,78.68,320,120,0.85,,2178,,,,2019,cgwb_2019.pdf
128Rajasthan,W290200073260001,,GANGANAGAR,SRI VIJAYNAGAR,GOMANWALI,29.0330,73.4330,2019,8.1,760,0,327,60,75,94,0.28,330,80,31.7,76,14,1.05,,494,,,,2019,cgwb_2019.pdf
129Rajasthan,W290050075055001,,HANUMANGARH,BHADRA,DUNGRANA,29.0140,75.0970,2019,7.2,350,0,144,31,66,7,0.09,160,51,7.96,35,1,0.7,,228,,,,2019,cgwb_2019.pdf
