sl_no,well_id,state,district,block,location,latitude,longitude,year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U,Fe,As,source_year,source_file
12,W185735074322001,Maharashtra,Ahmednagar,PARNER,Supe,18.95972222,74.53888889,2022,7.78,2007,0,421.0,244.6,141.1,198.4,,470,80.2,65.6,223.0,9.6,1.25,,,4,,,2022,cgwb_2022.pdf
13,W185745074482501,Maharashtra,Ahmednagar,NAGAR,Dahigaon,18.9625,74.80694444,2022,7.56,4286,0,366.1,524.7,924.1,200.2,,1000,200.4,121.5,335.5,330.3,0.45,,,10,,,2022,cgwb_2022.pdf
14,W192120075190001,Maharashtra,Ahmednagar,SHEVGAON,Rakshi,19.35555556,75.31666667,2022,8.12,784.2,0,292.9,56.7,63.5,16.7,,280,60.1,31.6,44.3,6.4,0.56,,,0,,,2022,cgwb_2022.pdf
15,W192830074371501,Maharashtra,Ahmednagar,RAHURI,Devlali,19.475,74.62083333,2022,7.91,1940,0,482.1,237.5,160.0,80.3,,455,56.1,76.5,219.5,11.4,0.52,,,3,,,2022,cgwb_2022.pdf
16,W192300074345501,Maharashtra,Ahmednagar,RAHURI,Malharwadi,19.38333333,74.58194444,2022,7.82,739.9,0,244.1,78.0,45.7,13.7,,240,40.1,34.0,58.8,2.4,0.69,,,0,,,2022,cgwb_2022.pdf
17,W191720074441501,Maharashtra,Ahmednagar,RAHURI,Bambori,19.28888889,74.7375,2022,8.02,492.7,0,183.1,39.0,38.2,9.1,,190,34.1,25.5,28.2,0.6,0.32,,,0,,,2022,cgwb_2022.pdf
18,W192345074491501,Maharashtra,Ahmednagar,NEVASA,Sonai,19.39583333,74.82083333,2022,7.89,675,0,286.8,42.5,30.9,9.7,,245,50.1,29.2,36.6,1.1,0.29,,,0,,,2022,cgwb_2022.pdf
19,W193300075064501,Maharashtra,Ahmednagar,NEVASA,Shirasgaon,19.55,75.10138889,2022,7.99,924.2,0,244.1,109.9,105.6,8.6,,280,60.1,31.6,79.4,4.0,0.26,,,0,,,2022,cgwb_2022.pdf
20,W184400075190001,Maharashtra,Ahmednagar,JAMKHED,Jamkhed,18.73333333,75.31666667,2022,7.96,2296,0,622.4,315.5,160.1,46.2,,860,136.3,126.4,116.5,8.2,0.49,,,5,,,2022,cgwb_2022.pdf
21,W192900074120001,Maharashtra,Ahmednagar,SANGAMNER,Chandanapuri,19.48333333,74.2,2022,7.77,1049,0,274.6,127.6,54.0,67.0,,335,64.1,42.5,77.9,1.1,0.31,,,0,,,2022,cgwb_2022.pdf
22,W183840074534801,Maharashtra,Ahmednagar,KARJAT,Bhitkewadi,18.64444444,74.89666667,2022,7.78,706.8,0,231.9,60.3,45.6,68.4,,240,50.1,27.9,57.6,0.7,0.47,,,0,,,2022,cgwb_2022.pdf
23,W183800075060001,Maharashtra,Ahmednagar,KARJAT,Pategaon,18.63333333,75.1,2022,7.63,1438,0,366.1,216.2,95.4,18.2,,345,40.1,59.5,149.4,25.4,0.59,,,0,,,2022,cgwb_2022.pdf
24,W183100074590001,Maharashtra,Ahmednagar,KARJAT,Kolwadi,18.51666667,74.98333333,2022,7.97,2742,0,695.6,475.0,78.8,65.0,,465,80.2,64.4,315.7,126.3,0.23,,,4,,,2022,cgwb_2022.pdf
25,W193100074151001,Maharashtra,Ahmednagar,SANGAMNER,Tambhol,19.51666667,74.25277778,2022,8.25,273.2,0,73.2,46.1,9.0,4.1,,125,26.1,14.6,6.0,0.6,0.10,,,0,,,2022,cgwb_2022.pdf
26,W183700074370001,Maharashtra,Ahmednagar,SHRIGONDA,Vadegaon Madhe,18.61666667,74.61666667,2022,7.51,2068,0,207.5,354.5,299.0,60.1,,740,102.2,117.9,109.9,0.9,0.26,,,3,,,2022,cgwb_2022.pdf
27,W190821074231401,Maharashtra,Ahmednagar,PARNER,Takli-Dhogeswar-1,19.13916667,74.38722222,2022,8.03,757.1,0,366.1,42.5,20.5,4.5,,225,40.1,30.4,67.2,1.8,0.75,,,0,,,2022,cgwb_2022.pdf
28,W192505075051501,Maharashtra,Ahmednagar,NEVASA,Kokona-1,19.41805556,75.0875,2022,7.53,1965,0,299.0,301.3,159.6,195.3,,760,146.3,96.0,89.0,0.9,0.39,,,2,,,2022,cgwb_2022.pdf
29,W190005074550002,Maharashtra,Ahmednagar,NAGAR,Chichondi Patil,19.00138889,74.91666667,2022,7.77,1298,0,280.7,187.9,119.8,20.0,,405,70.1,55.9,96.1,1.8,0.37,,,1,,,2022,cgwb_2022.pdf
30,W192119074522401,Maharashtra,Ahmednagar,NEVASA,Ghodegaon-1,19.35527778,74.87333333,2022,8.18,838.8,0,305.1,60.3,74.6,7.2,,225,40.1,30.4,85.6,0.8,0.44,,,1,,,2022,cgwb_2022.pdf
31,W193531074285501,Maharashtra,Ahmednagar,KOPARGAON,Loni-Pravara Nagar,19.59194444,74.48194444,2022,7.83,1386,0,353.9,195.0,109.0,35.3,,460,82.2,62.0,98.9,0.6,0.35,,,2,,,2022,cgwb_2022.pdf
32,W191617074510701,Maharashtra,Ahmednagar,NAGAR,Khosepuri-1,19.27138889,74.85194444,2022,7.88,992.1,0,451.5,60.3,44.7,16.1,,330,56.1,46.2,74.8,2.6,0.63,,,1,,,2022,cgwb_2022.pdf
33,W184226075175001,Maharashtra,Ahmednagar,JAMKHED,Jamkhed-1,18.70722222,75.29722222,2022,7.56,1270,0,256.3,173.7,157.8,23.0,,460,60.1,75.3,69.6,1.2,0.45,,,2,,,2022,cgwb_2022.pdf
34,W193657074443601,Maharashtra,Ahmednagar,SHRIRAMPUR,Khokar,19.61583333,74.74333333,2022,7.59,1785,0,244.1,315.5,200.2,58.4,,640,132.3,75.3,102.3,3.1,0.25,,,5,,,2022,cgwb_2022.pdf
35,W193546074483901,Maharashtra,Ahmednagar,SHRIRAMPUR,Taklibhan-1,19.98638889,75.37305556,2022,7.84,619.6,0,238.0,42.5,36.1,23.5,,235,48.1,27.9,35.2,0.5,0.13,,,0,,,2022,cgwb_2022.pdf
36,W193330074551601,Maharashtra,Ahmednagar,NEVASA,Nevasa Bk,19.52666667,74.95444444,2022,7.64,2248,0,414.9,312.0,160.1,200.1,,750,132.3,102.1,170.5,3.2,0.31,,,5,,,2022,cgwb_2022.pdf
37,W192922074580201,Maharashtra,Ahmednagar,NEVASA,Bhanas Hivre,19.48944444,74.96722222,2022,7.85,825.5,0,305.1,81.5,47.3,11.9,,300,60.1,36.5,54.1,1.0,2.08,,,0,,,2022,cgwb_2022.pdf
38,W192255074515101,Maharashtra,Ahmednagar,NEVASA,Shani Shingnapur,19.52666667,74.95444444,2022,8.2,2779,0,805.5,205.6,390.6,20.0,,215,40.1,27.9,542.9,7.4,0.72,,,3,,,2022,cgwb_2022.pdf
39,W190756074590501,Maharashtra,Ahmednagar,NAGAR,Karanji,19.13222222,74.98472222,2022,7.9,821.5,0,280.7,67.4,42.2,65.4,,290,46.1,42.5,58.9,0.9,0.83,,,0,,,2022,cgwb_2022.pdf
40,W191246074481101,Maharashtra,Ahmednagar,NAGAR,Jeur,19.21277778,74.80305556,2022,8.1,1546,0,299.0,156.0,158.9,200.5,,285,54.1,36.5,178.8,77.9,0.84,,,1,,,2022,cgwb_2022.pdf
41,W193644073435601,Maharashtra,Ahmednagar,AKOLA,Kalsubai,19.61222222,73.73222222,2022,7.49,355.5,0,140.3,24.8,16.6,14.8,,150,40.1,12.2,11.4,1.3,0.16,,,0,,,2022,cgwb_2022.pdf
42,W193212073461001,Maharashtra,Ahmednagar,AKOLA,Bhandardara,19.53666667,73.76944444,2022,7.71,227.2,0,91.5,17.7,11.8,2.9,,95,26.1,7.3,6.3,2.2,0.10,,,0,,,2022,cgwb_2022.pdf
43,W185000074520001,Maharashtra,Ahmednagar,SHRIGONDA,Banpimpri,18.83333333,74.86666667,2022,7.5,3248,0,518.7,506.9,395.2,79.8,,700,104.2,106.9,401.9,62.8,0.77,,,7,,,2022,cgwb_2022.pdf
44,W183700074430001,Maharashtra,Ahmednagar,SHRIGONDA,Shrigonda,18.61666667,74.71666667,2022,7.8,1933,0,506.5,280.1,152.4,20.5,,750,180.4,72.9,96.2,5.0,0.40,,,6,,,2022,cgwb_2022.pdf
45,W182600074560001,Maharashtra,Ahmednagar,KARJAT,Rassin,18.43333333,74.93333333,2022,7.6,1186,0,311.2,138.3,125.6,13.8,,385,52.1,62.0,81.6,21.8,0.30,,,1,,,2022,cgwb_2022.pdf
46,W190000074380001,Maharashtra,Ahmednagar,NAGAR,Chas,19,74.63333333,2022,7.91,980.2,0,366.1,102.8,42.4,16.4,,315,64.1,37.7,80.1,7.5,0.46,,,1,,,2022,cgwb_2022.pdf
47,W183800074530001,Maharashtra,Ahmednagar,KARJAT,Walvad,18.63333333,74.88333333,2022,7.93,884.2,0,311.2,74.4,53.2,34.7,,215,40.1,27.9,103.1,0.6,1.18,,,0,,,2022,cgwb_2022.pdf
48,W185200074430001,Maharashtra,Ahmednagar,SHRIGONDA,Chikhale,18.86666667,74.71666667,2022,7.32,5627,0,567.5,1219.5,390.3,200.3,,2000,621.2,109.4,301.0,184.5,0.24,,,13,,,2022,cgwb_2022.pdf
49,W190200074500001,Maharashtra,Ahmednagar,NAGAR,Takle-Kazi,19.03333333,74.83333333,2022,7.5,1238,0,250.2,152.4,79.4,156.9,,475,90.2,60.8,61.3,2.4,0.26,,,2,,,2022,cgwb_2022.pdf
50,W184320075130001,Maharashtra,Ahmednagar,KARJAT,Mirajgaon-3,18.72222222,75.21666667,2022,7.59,1696,0,274.6,269.4,160.1,73.2,,440,84.2,55.9,185.7,2.6,0.49,,,1,,,2022,cgwb_2022.pdf
51,W184843074534601,Maharashtra,Ahmednagar,SHRIGONDA,Ghogargaon-1,18.81194444,74.89611111,2022,7.48,2046,0,360.0,382.9,158.1,10.2,,515,80.2,76.5,232.2,8.5,0.57,,,1,,,2022,cgwb_2022.pdf
52,W184029075105301,Maharashtra,Ahmednagar,JAMKHED,Arangaon-3,18.67472222,75.18138889,2022,7.85,1215,0,280.7,191.4,89.2,40.7,,345,60.1,47.4,120.9,3.9,0.64,,,1,,,2022,cgwb_2022.pdf
53,W182730074492401,Maharashtra,Ahmednagar,KARJAT,Baradgaon Sudrik,18.45833333,74.82333333,2022,7.82,1595,0,396.6,226.9,126.6,22.6,,265,50.1,34.0,225.2,15.6,0.67,,,1,,,2022,cgwb_2022.pdf
54,W182710074445801,Maharashtra,Ahmednagar,KARJAT,Wadarwadi,18.45277778,74.74944444,2022,7.53,1642,0,207.5,216.2,300.4,39.8,,535,120.2,57.1,119.8,0.7,0.38,,,2,,,2022,cgwb_2022.pdf
55,W185852074422301,Maharashtra,Ahmednagar,NAGAR,Khadki,19.01805556,74.64833333,2022,8.07,620.2,0,140.3,63.8,68.3,49.0,,235,40.1,32.8,38.3,1.4,0.39,,,0,,,2022,cgwb_2022.pdf
56,W184510074382301,Maharashtra,Ahmednagar,SHRIGONDA,Ghargaon,19.01805556,74.64833333,2022,7.77,972.8,0,384.4,74.4,58.8,27.7,,265,50.1,34.0,101.3,0.6,0.82,,,2,,,2022,cgwb_2022.pdf
57,W190438074392201,Maharashtra,Ahmednagar,NAGAR,Hivrebazar,19.07722222,74.65611111,2022,7.73,637.7,0,183.1,53.2,41.5,60.2,,215,58.1,17.0,48.3,0.4,0.70,,,0,,,2022,cgwb_2022.pdf
58,W185458074243601,Maharashtra,Ahmednagar,PARNER,Ralegaon Siddhi,18.91611111,74.41,2022,7.97,1051,0,256.3,180.8,49.0,17.4,,315,60.1,40.1,90.2,10.2,0.33,,,0,,,2022,cgwb_2022.pdf
59,W192531073582301,Maharashtra,Ahmednagar,AKOLA,Kotul,19.42527778,73.97305556,2022,7.73,695.1,0,262.4,46.1,31.6,48.8,,300,60.1,36.5,21.3,0.3,0.31,,,0,,,2022,cgwb_2022.pdf
60,W190131074430501,Maharashtra,Ahmednagar,NAGAR,Arangaon-1,19.02527778,74.71805556,2022,7.94,664.5,0,195.3,85.1,42.3,10.6,,205,26.1,34.0,53.0,2.0,0.37,,,0,,,2022,cgwb_2022.pdf
61,W183633074581801,Maharashtra,Ahmednagar,KARJAT,Rehekuri,#VALUE!,#VALUE!,2022,7.92,665.1,0,195.3,70.9,48.5,39.7,,190,38.1,23.1,65.4,0.8,0.70,,,0,,,2022,cgwb_2022.pdf
62,W192311075101301,Maharashtra,Ahmednagar,SHEVGAON,Khamgaon,#VALUE!,#VALUE!,2022,7.48,2921,0,854.3,329.7,78.7,80.2,,1080,226.5,125.1,167.1,2.5,0.44,,,6,,,2022,cgwb_2022.pdf
63,W195356074221101,Maharashtra,Ahmednagar,KOPARGAON,Kolpewadi-1,#VALUE!,#VALUE!,2022,7.72,2092,0,488.2,358.0,85.4,57.1,,570,40.1,114.2,218.7,1.7,0.27,,,5,,,2022,cgwb_2022.pdf
64,W203250077152001,Maharashtra,Akola,Barshitakli,Pinjar,20.54722222,77.25555556,2022,7.63,961.8,0,494.3,88.6,58.4,5.1,,355,84.2,35.2,87.2,3.0,1.20,,,1,,,2022,cgwb_2022.pdf
65,W204030076531501,Maharashtra,Akola,Balapur,Wyala,20.675,76.8875,2022,7.55,5119,0,622.4,872.1,552.3,304.4,,1810,312.6,250.3,332.6,39.2,0.59,,,8,,,2022,cgwb_2022.pdf
66,W202740076463001,Maharashtra,Akola,Patur,Chani,20.46111111,76.775,2022,7.63,1134,0,524.8,102.8,47.8,76.7,,485,84.2,66.8,66.2,1.8,0.73,,,0,,,2022,cgwb_2022.pdf
67,W203029076495901,Maharashtra,Akola,Patur,Sasti,20.50805556,76.83305556,2022,7.61,1516,0,518.7,148.9,61.5,100.2,,510,102.2,62.0,105.4,9.1,0.86,,,1,,,2022,cgwb_2022.pdf
68,W203524076551901,Maharashtra,Akola,Balapur,Majhari,20.59,76.92194444,2022,7.32,1057,0,439.3,85.1,35.4,101.4,,390,100.2,34.0,69.8,5.9,0.72,,,1,,,2022,cgwb_2022.pdf
69,W204400077220001,Maharashtra,Akola,Murtijapur,Murtizapur,20.73333333,77.36666667,2022,7.5,1126,0,555.3,117.0,63.7,11.6,,570,158.3,42.5,38.6,4.0,0.73,,,0,,,2022,cgwb_2022.pdf
70,W202700076560001,Maharashtra,Akola,Patur,Patur,20.45,76.93333333,2022,7.24,789.9,0,396.6,31.9,17.6,21.3,,320,62.1,40.1,32.1,1.7,0.66,,,0,,,2022,cgwb_2022.pdf
71,W205910077011501,Maharashtra,Akola,Akot,Patsul,20.98611111,77.01805556,2022,7.83,1993,0,884.8,145.3,124.9,58.1,,360,38.1,64.4,304.7,5.5,0.91,,,3,,,2022,cgwb_2022.pdf
72,W203530076520001,Maharashtra,Akola,Balapur,Wadegaon,20.46861111,77.0675,2022,7.56,3403,0,628.5,542.4,299.4,204.2,,1070,126.3,183.5,309.2,9.4,0.74,,,2,,,2022,cgwb_2022.pdf
73,W203500077040001,Maharashtra,Akola,Barshitakli,Barshi Takli,20.58333333,77.06666667,2022,7.59,1268,0,537.0,106.4,54.9,7.1,,520,116.2,55.9,49.8,9.8,0.75,,,2,,,2022,cgwb_2022.pdf
74,W204412077002601,Maharashtra,Akola,Akola,Akola,20.73666667,77.00166667,2022,7.66,7899,0,579.7,1524.4,1155.0,105.0,,2005,250.5,335.3,892.4,2.9,0.79,,,10,,,2022,cgwb_2022.pdf
75,W204825076493001,Maharashtra,Akola,Balapur,Ural,20.80694444,76.825,2022,7.74,1455,0,561.4,124.1,121.5,52.5,,505,112.2,54.7,102.4,8.5,0.78,,,1,,,2022,cgwb_2022.pdf
76,W211230077044502,Maharashtra,Akola,Akot,Popetkheda,21.20833333,77.07916667,2022,7.81,701.2,0,384.4,21.3,18.1,3.1,,270,70.1,23.1,42.2,2.7,0.79,,,0,,,2022,cgwb_2022.pdf
77,W205300076511002,Maharashtra,Akola,Balapur,Andura1,20.88333333,76.85277778,2022,7.83,5203,0,732.2,935.9,820.4,20.0,,870,198.4,91.1,776.1,23.1,0.69,,,9,,,2022,cgwb_2022.pdf
78,W202943077093701,Maharashtra,Akola,Barshitakli,Mahan-1,20.49527778,77.15194444,2022,7.79,781.1,0,335.6,35.5,29.3,25.2,,285,78.2,21.9,34.0,1.2,0.70,,,0,,,2022,cgwb_2022.pdf
79,W210838077081101,Maharashtra,Akola,AKOT,Panaj,21.14388889,77.13638889,2022,7.64,2305,0,518.7,244.6,71.4,309.6,,775,124.2,113.0,118.2,9.9,0.45,,,2,,,2022,cgwb_2022.pdf
80,W203338077104201,Maharashtra,Akola,BARSHITAKLI,Donad,20.56055556,77.17833333,2022,7.81,1243,0,524.8,63.8,23.4,96.6,,470,58.1,79.0,69.8,0.8,0.63,,,0,,,2022,cgwb_2022.pdf
81,W203023077121601,Maharashtra,Akola,BARSHITAKLI,Hatola,20.50638889,77.20444444,2022,7.6,744.4,0,292.9,56.7,35.0,66.8,,315,86.2,24.3,28.1,3.1,0.54,,,0,,,2022,cgwb_2022.pdf
82,W202724076513301,Maharashtra,Akola,Patur,Ambashi,20.45666667,76.85916667,2022,7.73,749.1,0,366.1,42.5,28.1,53.0,,300,84.2,21.9,44.1,0.5,0.82,,,0,,,2022,cgwb_2022.pdf
83,W202435076511201,Maharashtra,Akola,Patur,Alegaon,20.40972222,76.85333333,2022,7.68,591,0,335.6,21.3,13.6,5.0,,260,80.2,14.6,18.8,0.4,0.62,,,0,,,2022,cgwb_2022.pdf
84,W204400077460002,Maharashtra,Amravati,NANDGAON KHANDESHWMAaRhuli,,20.73333333,77.76666667,2022,7.63,1057,0,305.1,120.5,63.9,46.9,,350,100.2,24.3,73.7,6.7,0.42,,,1,,,2022,cgwb_2022.pdf
85,W212100078010001,Maharashtra,Amravati,MORSHI,Warud,21.46666667,78.26666667,2022,7.62,1183,0,396.6,85.1,71.1,46.7,,450,112.2,41.3,58.9,0.4,0.43,,,2,,,2022,cgwb_2022.pdf
86,W212800078160002,Maharashtra,Amravati,WARUD,Sendurjana,20.68333333,78.1,2022,7.63,826.3,0,329.5,49.6,35.7,45.1,,325,78.2,31.6,40.5,1.9,0.50,,,1,,,2022,cgwb_2022.pdf
87,W205310077523002,Maharashtra,Amravati,AMRAVATI,Pohra,20.88611111,77.875,2022,7.57,807.8,0,402.7,17.7,23.9,23.5,,350,76.2,38.9,25.5,0.8,0.35,,,1,,,2022,cgwb_2022.pdf
88,W205600078030001,Maharashtra,Amravati,TEOSA,Kurha,20.93333333,78.05,2022,7.71,836,0,256.3,81.5,46.1,45.9,,325,66.1,38.9,45.7,0.5,0.39,,,1,,,2022,cgwb_2022.pdf
89,W204900077580001,Maharashtra,Amravati,CHANDUR RAILWAY,Chandur Railway,20.81666667,77.96666667,2022,7.78,1234,0,360.0,124.1,87.7,47.4,,425,50.1,72.9,84.3,10.0,0.44,,,1,,,2022,cgwb_2022.pdf
90,W210510078040501,Maharashtra,Amravati,TEOSA,Teosa,21.08361111,78.06805556,2022,7.74,892,0,213.6,109.9,64.9,47.7,,325,78.2,31.6,59.4,1.5,0.18,,,1,,,2022,cgwb_2022.pdf
91,W204100078092501,Maharashtra,Amravati,CHANDUR RAILWAY,Devgaon,20.68333333,78.15138889,2022,7.61,686.3,0,207.5,63.8,45.2,7.6,,255,52.1,30.4,32.7,0.9,0.36,,,1,,,2022,cgwb_2022.pdf
92,W212136077564001,Maharashtra,Amravati,MORSHI,Chicholi,21.36,77.94444444,2022,7.68,1487,0,402.7,191.4,89.4,48.1,,520,120.2,53.5,98.5,13.3,0.53,,,1,,,2022,cgwb_2022.pdf
93,W211855077571501,Maharashtra,Amravati,MORSHI,Khanapur,21.31527778,77.95416667,2022,7.82,1684,0,476.0,237.5,84.4,47.7,,425,110.2,36.5,147.2,66.2,0.37,,,2,,,2022,cgwb_2022.pdf
94,W211830077553001,Maharashtra,Amravati,MORSHI,Ashtagaon,21.30833333,77.925,2022,7.76,1042,0,238.0,109.9,66.8,48.2,,350,100.2,24.3,51.8,10.8,0.53,,,2,,,2022,cgwb_2022.pdf
95,W211955077520901,Maharashtra,Amravati,MORSHI,Saiwada,21.33194444,77.86916667,2022,7.78,1168,0,353.9,120.5,75.0,48.2,,460,110.2,45.0,61.8,2.9,0.51,,,2,,,2022,cgwb_2022.pdf
96,W212140077520501,Maharashtra,Amravati,MORSHI,Pimpri,21.36111111,77.86805556,2022,7.8,658.8,0,225.8,49.6,47.5,9.1,,190,40.1,21.9,39.0,19.9,0.49,,,0,,,2022,cgwb_2022.pdf
97,W212310078004001,Maharashtra,Amravati,MORSHI,Pala,21.38611111,78,2022,7.83,1249,0,305.1,170.2,59.9,47.6,,350,82.2,35.2,102.3,2.7,0.55,,,2,,,2022,cgwb_2022.pdf
98,W212335078050201,Maharashtra,Amravati,MORSHI,Hiwarkheda,21.39305556,78.08388889,2022,7.8,1042,0,274.6,92.2,51.4,43.0,,360,78.2,40.1,49.8,1.7,0.35,,,1,,,2022,cgwb_2022.pdf
99,W212235078112501,Maharashtra,Amravati,WARUD,Loni,21.37638889,78.19027778,2022,7.69,1570,0,506.5,187.9,76.8,48.3,,640,70.1,113.0,83.1,0.9,0.27,,,3,,,2022,cgwb_2022.pdf
100,W205500078081501,Maharashtra,Amravati,TEOSA,Anjansingi,20.91666667,78.13472222,2022,7.78,1180,0,347.8,102.8,61.4,47.6,,250,60.1,24.3,87.4,90.2,0.22,,,1,,,2022,cgwb_2022.pdf
101,W211940077405701,Maharashtra,Amravati,Chandur Bazar,Sirasgaon (Kasba),21.32777778,77.6825,2022,7.82,563.6,0,231.9,17.7,23.2,25.4,,220,50.1,23.1,22.7,0.9,0.20,,,0,,,2022,cgwb_2022.pdf
102,W212300078033501,Maharashtra,Amravati,MORSHI,Dapori1,21.38333333,78.05138889,2022,7.77,1124,0,347.8,102.8,49.7,47.8,,370,80.2,41.3,80.0,1.4,0.48,,,1,,,2022,cgwb_2022.pdf
103,W212950078142002,Maharashtra,Amravati,WARUD,Temburkheda1,21.49722222,78.23888889,2022,7.8,1297,0,372.2,131.2,80.5,46.7,,535,150.3,38.9,44.7,0.4,0.51,,,1,,,2022,cgwb_2022.pdf
104,W203750077510801,Maharashtra,Amravati,NANDGAON KHANDESHWSAhRivni1,,20.63055556,77.85222222,2022,7.83,1161,0,286.8,148.9,54.3,48.5,,250,52.1,29.2,68.9,96.0,0.30,,,1,,,2022,cgwb_2022.pdf
105,W204518077553301,Maharashtra,Amravati,CHANDUR RAILWAY,Belteki,20.755,77.92583333,2022,7.88,854,0,366.1,39.0,33.3,47.6,,325,70.1,36.5,49.3,0.6,0.41,,,1,,,2022,cgwb_2022.pdf
106,W212330078240501,Maharashtra,Amravati,WARUD,Amner_old,21.39166667,78.40138889,2022,8,1233,0,610.2,78.0,16.5,29.5,,445,100.2,47.4,83.5,1.4,0.27,,,2,,,2022,cgwb_2022.pdf
107,W212614078204001,Maharashtra,Amravati,WARUD,Chandas,21.43722222,78.34444444,2022,7.73,2127,0,408.8,464.4,82.0,49.6,,840,140.3,119.1,91.4,1.5,0.33,,,7,,,2022,cgwb_2022.pdf
108,W212518078061001,Maharashtra,Amravati,WARUD,Umerkhed,21.42166667,78.1,2022,7.93,819,0,311.2,53.2,44.2,32.7,,300,66.1,32.8,50.1,5.0,0.51,,,1,,,2022,cgwb_2022.pdf
109,W212001077482901,Maharashtra,Amravati,CHANDURBAZAR,Ghatlarki,21.33361111,77.80805556,2022,7.8,809,0,207.5,109.9,37.7,47.9,,310,64.1,36.5,42.3,0.4,0.39,,,1,,,2022,cgwb_2022.pdf
110,W203954077424501,Maharashtra,Amravati,NANDGAON KHANDESHWWAaRdala,Fatehpur,20.665,77.7125,2022,7.55,766.3,0,122.0,156.0,50.6,24.9,,300,68.1,31.6,30.7,0.7,0.25,,,1,,,2022,cgwb_2022.pdf
111,W210100077420001,Maharashtra,Amravati,Amravati,Walgaon,21.01666667,77.7,2022,8.13,2798,0,1055.6,290.7,50.1,46.6,,430,76.2,58.3,395.0,13.1,0.54,,,7,,,2022,cgwb_2022.pdf
112,W211400077440001,Maharashtra,Amravati,Chandur Bazar,Chandur Bazar,21.23333333,77.73333333,2022,7.99,1208,0,549.2,85.1,42.3,29.6,,340,74.1,37.7,117.0,0.3,0.43,,,1,,,2022,cgwb_2022.pdf
113,W212600077250001,Maharashtra,Amravati,Chikhaldara,Silona,21.43333333,77.41666667,2022,7.7,450.9,0,195.3,14.2,16.4,25.1,,200,44.1,21.9,12.3,0.5,0.34,,,0,,,2022,cgwb_2022.pdf
114,W213400077250001,Maharashtra,Amravati,Chikhaldara,Chunkhedi,21.56666667,77.41666667,2022,7.6,417.6,0,195.3,14.2,6.6,2.3,,170,28.1,24.3,9.0,0.6,0.18,,,0,,,2022,cgwb_2022.pdf
