sl_no,well_id,state,district,block,location,latitude,longitude,year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U,Fe,As,source_year,source_file
65,,Andaman & Nicobar Islands,South Andaman,,Hasmatabad,11.5944,92.6455,2023,8.11,343,0,183,18,5,3,0.00,160,30 21,,,12 2,0.09,,,-,0.40,-,2023,cgwb_2023.pdf
66,,Andaman & Nicobar Islands,South Andaman,,Havelock Island Jetty,12.0413,92.9810,2023,7.85,1169,0,226,135,242,2,0.07,335,26 66,,,118 7,0.60,,,-,0.00,-,2023,cgwb_2023.pdf
67,,Andaman & Nicobar Islands,South Andaman,,Herbertabad,11.7082,92.6151,2023,8.23,198,0,92,18,4,2,0.06,80,20 7,,,9 2,0.15,,,-,0.00,-,2023,cgwb_2023.pdf
68,,Andaman & Nicobar Islands,South Andaman,,Hope Town (Maremon Temple),11.6981,92.7272,2023,8.29,635,0,171,78,47,28,0.09,235,24 43,,,38 8,0.46,,,-,0.00,-,2023,cgwb_2023.pdf
69,,Andaman & Nicobar Islands,South Andaman,,Junglighat (Vip Road),11.6576,92.7352,2023,8.29,461,0,153,60,27,0,0.00,170,30 23,,,28 1,0.11,,,-,0.57,-,2023,cgwb_2023.pdf
70,,Andaman & Nicobar Islands,South Andaman,,Kalapathar,11.9749,93.0059,2023,7.97,852,0,195,174,0,7,0.05,200,18 38,,,106 5,0.00,,,-,0.22,-,2023,cgwb_2023.pdf
71,,Andaman & Nicobar Islands,South Andaman,,Kanyapuram,11.7367,92.7069,2023,8.09,504,0,189,50,17,14,0.04,200,24 34,,,20 1,0.35,,,-,0.00,-,2023,cgwb_2023.pdf
72,,Andaman & Nicobar Islands,South Andaman,,Kodiaghat,11.5452,92.7277,2023,8.14,278,0,122,18,4,0,0.00,105,30 7,,,12 0,0.07,,,-,0.00,-,2023,cgwb_2023.pdf
73,,Andaman & Nicobar Islands,South Andaman,,Krishnanagar,12.0018,92.9766,2023,8.10,368,0,171,25,20,2,0.10,150,24 22,,,20 1,0.22,,,-,0.13,-,2023,cgwb_2023.pdf
74,,Andaman & Nicobar Islands,South Andaman,,Lamba Line,11.6593,92.7495,2023,8.16,389,0,110,82,0,2,0.07,115,8 23,,,42 5,0.00,,,-,1.29,-,2023,cgwb_2023.pdf
75,,Andaman & Nicobar Islands,South Andaman,,Laxmanpur,11.8320,93.0171,2023,8.12,324,0,153,25,0,1,0.04,60,18 4,,,45 2,0.42,,,-,0.22,-,2023,cgwb_2023.pdf
76,,Andaman & Nicobar Islands,South Andaman,,Light House,11.6681,92.7378,2023,8.22,812,0,390,50,27,2,0.00,200,12 41,,,99 4,0.38,,,-,0.00,-,2023,cgwb_2023.pdf
77,,Andaman & Nicobar Islands,South Andaman,,Mamyo,11.5979,92.6330,2023,8.24,167,0,61,11,11,3,0.01,50,18 1,,,12 3,0.00,,,-,0.00,-,2023,cgwb_2023.pdf
78,,Andaman & Nicobar Islands,South Andaman,,Manglutan,11.5714,92.6602,2023,8.09,129,0,24,14,17,3,0.02,45,8 6,,,8 0,0.25,,,-,0.00,-,2023,cgwb_2023.pdf
79,,Andaman & Nicobar Islands,South Andaman,,Manjeri,11.5393,92/6501767,2023,8.30,732,0,336,39,33,10,0.02,295,16 62,,,30 5,0.41,,,-,0.00,-,2023,cgwb_2023.pdf
80,,Andaman & Nicobar Islands,South Andaman,,Mannarghat,11.7685,92.7061,2023,8.13,397,0,159,14,50,15,0.06,155,18 27,,,22 1,0.30,,,-,0.09,-,2023,cgwb_2023.pdf
81,,Andaman & Nicobar Islands,South Andaman,,Marina Park,11.6711,92.7463,2023,7.84,418,0,195,25,21,0,0.01,180,22 30,,,22 1,0.24,,,-,1.40,-,2023,cgwb_2023.pdf
82,,Andaman & Nicobar Islands,South Andaman,,Mile Tilak,11.7947,92.6557,2023,8.21,766,0,305,82,28,1,0.08,170,18 30,,,100 7,0.00,,,-,0.00,-,2023,cgwb_2023.pdf
83,,Andaman & Nicobar Islands,South Andaman,,Mithakhari,11.6681,92.6734,2023,8.26,1674,0,464,230,152,10,0.01,320,20 66,,,247 6,0.00,,,-,0.00,-,2023,cgwb_2023.pdf
84,,Andaman & Nicobar Islands,South Andaman,,Mount Harriyat,11.7194,92.7326,2023,8.23,123,0,43,11,5,8,0.00,40,12 2,,,10 2,0.07,,,-,6.06,-,2023,cgwb_2023.pdf
85,,Andaman & Nicobar Islands,South Andaman,,Namunagar,11.6905,92.6802,2023,8.19,412,0,165,32,34,2,0.09,175,16 33,,,15 2,0.18,,,-,2.81,-,2023,cgwb_2023.pdf
86,,Andaman & Nicobar Islands,South Andaman,,Nayasahar,11.5790,92.6767,2023,8.22,252,0,73,35,0,9,0.09,80,28 2,,,16 2,0.00,,,-,0.09,-,2023,cgwb_2023.pdf
87,,Andaman & Nicobar Islands,South Andaman,,Neil Kendra,11.8332,93.0293,2023,8.12,460,0,177,71,0,2,0.02,155,16 28,,,38 6,0.00,,,-,0.00,-,2023,cgwb_2023.pdf
88,,Andaman & Nicobar Islands,South Andaman,,New Bimliton,11.5713,92.6963,2023,8.17,439,0,110,53,47,0,0.02,150,14 28,,,27 5,0.00,,,-,0.13,-,2023,cgwb_2023.pdf
89,,Andaman & Nicobar Islands,South Andaman,,Ograbraj,11.6555,92.6612,2023,7.70,2532,0,531,606,92,1,0.00,460,76 66,,,394 25,0.28,,,-,0.18,-,2023,cgwb_2023.pdf
90,,Andaman & Nicobar Islands,South Andaman,,Pearl Park Resort,11.8454,93.0144,2023,8.03,485,0,250,18,24,2,0.05,235,18 46,,,11 0,0.38,,,-,0.09,-,2023,cgwb_2023.pdf
91,,Andaman & Nicobar Islands,South Andaman,,Port Blair,11.6706,92.7440,2023,8.04,818,0,323,64,66,12,0.00,300,56 39,,,61 11,0.14,,,-,0.00,-,2023,cgwb_2023.pdf
92,,Andaman & Nicobar Islands,South Andaman,,Port Blair (Dobhi Well),11.6710,92.7349,2023,8.04,577,0,281,25,30,0,0.01,220,30 35,,,28 0,0.21,,,-,0.00,-,2023,cgwb_2023.pdf
93,,Andaman & Nicobar Islands,South Andaman,,Port Mout,11.6433,92.6599,2023,8.03,388,0,189,21,15,5,0.00,185,26 29,,,9 2,0.24,,,-,0.22,-,2023,cgwb_2023.pdf
94,,Andaman & Nicobar Islands,South Andaman,,Radhanagar,11.9918,92.9536,2023,8.03,509,0,195,50,28,0,0.10,200,20 36,,,24 4,0.30,,,-,0.30,-,2023,cgwb_2023.pdf
95,,Andaman & Nicobar Islands,South Andaman,,Ramnagar,11.8172,93.0453,2023,8.22,380,0,134,53,12,0,0.07,150,30 18,,,16 3,0.00,,,-,0.00,-,2023,cgwb_2023.pdf
96,,Andaman & Nicobar Islands,South Andaman,,Rangachang,11.5793,92.7370,2023,7.99,418,0,214,21,6,2,0.01,150,28 19,,,31 2,0.00,,,-,0.09,-,2023,cgwb_2023.pdf
97,,Andaman & Nicobar Islands,South Andaman,,Ross Island,11.6758,92.7638,2023,8.08,768,0,238,103,32,16,0.03,190,42 21,,,100 3,0.37,,,-,0.22,-,2023,cgwb_2023.pdf
98,,Andaman & Nicobar Islands,South Andaman,,Saitankhari,11.7172,92.6661,2023,8.20,491,0,232,39,21,0,0.00,215,38 29,,,19 2,0.16,,,-,0.26,-,2023,cgwb_2023.pdf
99,,Andaman & Nicobar Islands,South Andaman,,Shadipur (Port Blair),11.6565,92.7435,2023,7.96,592,0,262,46,31,10,0.00,210,36 29,,,44 4,0.18,,,-,0.00,-,2023,cgwb_2023.pdf
100,,Andaman & Nicobar Islands,South Andaman,,Shoal Bay – 8 No.,11.8133,92.7172,2023,8.01,144,0,43,21,7,0,0.05,40,6 6,,,13 1,0.17,,,-,8.55,-,2023,cgwb_2023.pdf
101,,Andaman & Nicobar Islands,South Andaman,,Shoal Bay– 12 No.,11.8472,92.7303,2023,7.98,340,0,116,46,0,2,0.08,65,18 5,,,46 1,0.07,,,-,0.00,-,2023,cgwb_2023.pdf
102,,Andaman & Nicobar Islands,South Andaman,,Shoal Bay– 15 No.,11.8656,92.7364,2023,8.13,202,0,79,21,6,1,0.05,90,20 10,,,7 1,0.00,,,-,0.26,-,2023,cgwb_2023.pdf
103,,Andaman & Nicobar Islands,South Andaman,,Sippighat,11.6032,92.6857,2023,7.89,624,0,281,64,6,1,0.00,250,56 27,,,39 2,0.10,,,-,0.35,-,2023,cgwb_2023.pdf
104,,Andaman & Nicobar Islands,South Andaman,,Sitanagar,11.8201,93.0608,2023,7.96,615,0,116,99,49,0,0.07,170,32 22,,,61 3,0.01,,,-,0.00,-,2023,cgwb_2023.pdf
105,,Andaman & Nicobar Islands,South Andaman,,South Point (Port Blair),11.6641,92.7538,2023,8.29,420,0,220,32,5,0,0.00,165,30 22,,,26 2,0.05,,,-,0.00,-,2023,cgwb_2023.pdf
106,,Andaman & Nicobar Islands,South Andaman,,Steuwartganj,11.7242,92.7097,2023,8.22,506,0,244,14,42,0,0.03,230,22 43,,,11 3,0.00,,,-,0.13,-,2023,cgwb_2023.pdf
107,,Andaman & Nicobar Islands,South Andaman,,Teylarabad,11.6073,92.7009,2023,8.28,260,0,92,35,0,3,0.03,85,16 11,,,18 7,0.00,,,-,0.13,-,2023,cgwb_2023.pdf
108,,Andaman & Nicobar Islands,South Andaman,,Tirur,11.7338,92.6156,2023,8.07,175,0,61,28,3,2,0.06,50,8 7,,,19 2,0.39,,,-,2.28,-,2023,cgwb_2023.pdf
109,,Andaman & Nicobar Islands,South Andaman,,Tushnabad,11.6791,92.6362,2023,8.22,838,0,104,53,231,14,0.05,200,16 39,,,101 2,0.30,,,-,0.04,-,2023,cgwb_2023.pdf
110,,Andaman & Nicobar Islands,South Andaman,,Vijaynagar,11.9992,93.0093,2023,8.03,539,0,140,103,0,5,0.02,155,20 26,,,56 5,0.00,,,-,0.00,-,2023,cgwb_2023.pdf
111,,Andaman & Nicobar Islands,South Andaman,,Wandur – 2,11.5878,92.6166,2023,8.30,1910,0,695,245,42,12,0.01,365,50 58,,,242 12,0.34,,,-,3.44,-,2023,cgwb_2023.pdf
112,,Andaman & Nicobar Islands,South Andaman,,Wimberleyganj,11.7403,92.7072,2023,8.00,451,0,214,18,28,1,0.00,165,26 24,,,29 4,0.09,,,-,0.61,-,2023,cgwb_2023.pdf
113,,Andaman & Nicobar Islands,South Andaman,,Wrightmyo,11.7793,92.7087,2023,8.21,75,0,18,7,9,1,0.10,15,4 1,,,7 3,0.00,,,-,0.00,-,2023,cgwb_2023.pdf
114,,Arunachal Pradesh,Changlang,,Jairampur,27.3561,96.0144,2023,7.29,265,0,165,23,21,0,-,160,32 19,,,11 4,0.08,,,0.06,1.01,0.09,2023,cgwb_2023.pdf
115,,Arunachal Pradesh,Changlang,,Namchik,27.4146,95.9720,2023,7.29,279,0,165,40,17,0,-,155,30 19,,,12 4,0.07,,,0.05,0.17,1.07,2023,cgwb_2023.pdf
116,,Arunachal Pradesh,Changlang,,Namphai,27.4461,96.1086,2023,7.26,261,0,177,10,18,0,-,150,36 15,,,12 4,0.06,,,0.01,0.09,0.01,2023,cgwb_2023.pdf
117,,Arunachal Pradesh,Changlang,,Newlisan Kharsang,27.4269,96.0418,2023,7.24,260,0,159,23,18,0,-,150,38 13,,,12 4,0.06,,,0.03,0.95,0.45,2023,cgwb_2023.pdf
118,,Arunachal Pradesh,East Siang,,Pasighat New,28.0362,95.3358,2023,7.99,466,0,232,27,31,2,-,230,58 21,,,13 40,0.07,,,0.03,0.01,0.00,2023,cgwb_2023.pdf
119,,Arunachal Pradesh,East Siang,,Oyan,27.8902,95.3183,2023,7.90,469,0,238,36,38,3,-,225,58 19,,,13 40,0.06,,,0.07,0.66,1.62,2023,cgwb_2023.pdf
120,,Arunachal Pradesh,East Siang,,Ruksin,27.8378,95.2182,2023,7.83,465,0,214,36,22,2,-,220,54 21,,,13 40,0.05,,,0.00,0.01,0.10,2023,cgwb_2023.pdf
121,,Arunachal Pradesh,Lohit,,Lathow,27.7395,95.9098,2023,7.29,271,0,165,23,18,0,-,165,40 16,,,12 4,0.05,,,0.08,0.87,0.29,2023,cgwb_2023.pdf
122,,Arunachal Pradesh,Papumpare,,Banderedewa I,27.1053,93.8258,2023,7.78,204,0,147,17,6,5,-,130,44 5,,,10 3,0.03,,,0.00,0.31,0.01,2023,cgwb_2023.pdf
123,,Arunachal Pradesh,Tirap,,Deomali,27.1966,95.4628,2023,7.74,216,0,140,17,6,7,-,155,38 15,,,11 3,0.03,,,0.01,3.36,0.06,2023,cgwb_2023.pdf
124,,Arunachal Pradesh,Tirap,,Borduria,27.1152,95.4131,2023,7.68,212,0,147,17,8,8,-,95,34 2,,,15 4,0.03,,,0.07,3.22,0.00,2023,cgwb_2023.pdf
125,,Arunachal Pradesh,Tirap,,Hukanjuri,27.1258,95.4377,2023,7.73,212,0,147,10,6,7,-,125,30 12,,,11 3,0.03,,,0.06,0.01,0.06,2023,cgwb_2023.pdf
126,,Assam,Baksa,,Anandapur C-Block,26.6800,91.4042,2023,7.63,149,0,79,10,9,4,-,60,18 4,,,5 13,0.07,,,0.07,0.90,1.85,2023,cgwb_2023.pdf
127,,Assam,Baksa,,Bhebla,26.6506,91.2393,2023,7.76,625,0,165,17,6,4,-,115,22 15,,,7 30,0.16,,,0.19,1.02,0.28,2023,cgwb_2023.pdf
128,,Assam,Baksa,,Deusunga Ambarishnagar,26.7566,91.7078,2023,7.47,384,0,256,13,24,2,-,230,60 19,,,16 28,0.06,,,0.12,1.29,4.34,2023,cgwb_2023.pdf
129,,Assam,Baksa,,Gyati Gaon,26.6594,90.9992,2023,7.55,234,0,165,10,9,1,-,140,30 16,,,15 15,0.04,,,0.01,0.94,2.01,2023,cgwb_2023.pdf
